@ref	@lat	@lon
46307:386	50.6226097	15.0348651
46307:387	50.5948675	15.0760966
46307:391	50.6101706	15.0043425
46307:439	50.7328816	15.422019
46307:53	50.76535029999999	15.0565608
46307:62	50.7848191	15.0523175
46307:68	50.7670192	15.0906548
46307:69	50.7809648	15.0738349
46307:71	50.73789730000001	15.0376319
46307:76	50.8017182	15.0602151
46307:77	50.7985112	15.0772325
46307:86	50.792371	14.855404
46307:93	50.7327838	15.0274611
46307:96	50.7381497	15.0866185
50370:101	50.2669381	15.7521589
50370:104	50.2778084	15.7478559
50370:118	50.1949256	15.6756882
50370:139	50.1745136	15.7911907
50370:152	50.320193	15.8753672
50370:162	50.2235164	15.6671301
50370:163	50.21856229999999	15.6755536
50370:168	50.273977	15.560117
50370:173	50.28127079999999	15.6299605
50370:175	50.2912843	15.6519974
50370:176	50.2882911	15.6576649
50370:178	50.30382849999999	15.6713987
50370:179	50.3133018	15.6626887
50370:180	50.3192469	15.6912533
50370:181	50.20159839999999	15.6414232
50370:182	50.2117075	15.6085246
50370:183	50.2053102	15.5996604
50370:184	50.1917785	15.6025486
50370:188	50.2020134	15.7792573
50370:189	50.2750298	15.6858396
50370:190	50.2145038	15.8108758
50370:201	50.200668	15.9931326
50370:202	50.2139702	16.0237857
50370:204	50.1824824	15.9993626
50370:205	50.1913887	15.9790133
50370:206	50.1979812	15.9427055
50370:216	50.2816955	15.8830888
50370:219	50.29766129999999	15.942289
50370:220	50.26963929999999	15.9789523
50370:223	50.2997788	15.865081
50370:224	50.28905169999999	15.8309127
50370:227	50.2898523	15.7959739
50370:228	50.315662	15.7960705
50370:236	50.3042591	15.8244522
50370:241	50.2259857	15.8990735
50370:242	50.2164412	15.9086448
50370:243	50.2377835	15.86695
50370:245	50.2714349	15.8556259
50370:312	50.1422629	15.4449924
50370:313	50.123351	15.4490143
50370:314	50.1379323	15.4620798
50370:315	50.06961099999999	15.4825788
50370:317	50.1478119	15.4952305
50370:318	50.1170007	15.4758297
50370:320	50.1471683	15.4492564
50370:322	50.15440630000001	15.4602634
50370:323	50.1647052	15.4531797
50370:329	50.2272308	15.3972989
50370:330	50.241316	15.3946524
50370:331	50.1503221	15.530568
50370:333	50.1610628	15.5821119
50370:336	50.1920961	15.5855168
50370:339	50.19847679999999	15.4726452
50370:341	50.1922057	15.4633518
50370:342	50.1529561	15.5574991
50370:35	50.2026042	15.784429
50370:407	50.2419124	15.4877132
50370:415	50.2163268	15.4968841
50370:418	50.22602370000001	15.5115306
50370:419	50.20974469999999	15.5453588
50370:422	50.2722306	15.4658719
50370:426	50.2579338	15.5498708
50370:430	50.2247271	15.5616595
50370:431	50.2256635	15.5389487
50370:434	50.3030809	15.5007783
50370:61	50.2285755	15.8205401
50370:66	50.2173379	15.8758827
50370:990	50.2072587	15.8809562
50370:991	50.20333249999999	15.8931692
50770:100	50.4943818	15.1900092
50770:101	50.5039457	15.1524758
50770:104	50.3757068	15.2183312
50770:105	50.4399088	15.4764131
50770:108	50.494924	15.1996042
50770:113	50.4784922	15.3296703
50770:118	50.4522698	15.447115
50770:122	50.4937173	15.3471415
50770:125	50.3996295	15.3222127
50770:127	50.3607713	15.2655787
50770:137	50.3690388	15.4287781
50770:138	50.3536461	15.4271578
50770:143	50.48028799999999	15.23492
50770:147	50.33085089999999	15.2702996
50770:169	50.48263170000001	15.199665
50770:170	50.4841902	15.170408
50770:171	50.480255	15.1554569
50770:172	50.4887038	15.1403567
50770:173	50.4900658	15.1350202
50770:174	50.4638468	15.1595182
50770:176	50.4556324	15.183828
50770:177	50.4405861	15.2256512
50770:178	50.4351008	15.2414232
50770:179	50.4477649	15.2134696
50770:180	50.4557052	15.2114806
50770:181	50.4653518	15.1945424
50770:182	50.4672194	15.1768045
50770:28	50.4342935	15.3132672
50770:31	50.4289826	15.2982256
50770:32	50.3689577	15.1903311
50770:33	50.4432971	15.2896335
50770:34	50.4521428	15.2862887
50770:35	50.45963769999999	15.2956677
50770:37	50.4495996	15.30867
50770:38	50.4548291	15.3506127
50770:55	50.48025459999999	15.2837533
50770:58	50.4640438	15.3082424
50770:60	50.4516056	15.3207066
50770:67	50.4707983	15.2640284
50770:68	50.470549	15.2633751
50770:69	50.457972	15.2518681
50770:70	50.4542964	15.2584284
50770:73	50.3437158	15.2373064
50770:74	50.3616019	15.230454
50770:77	50.3517433	15.2129159
50770:88	50.3392306	15.2008959
50770:99	50.4699669	15.2268059
51103:101	50.5497448	15.2146894
51103:103	50.5893331	15.2314146
51103:105	50.519837	15.2467468
51103:106	50.5147004	15.2778488
51103:11	50.5884169	15.137151
51103:110	50.5176405	15.2214296
51103:112	50.5194756	15.247998
51103:113	50.5567449	15.2696502
51103:115	50.5462224	15.2410022
51103:118	50.5471717	15.2653477
51103:120	50.5425064	15.3082539
51103:123	50.5773716	15.2470082
51103:125	50.54943590000001	15.2473755
51103:126	50.5860917	15.2660314
51103:13	50.5884262	15.1468541
51103:130	50.564404	15.2749615
51103:131	50.5718079	15.2733188
51103:141	50.5176759	15.35141
51103:147	50.5603888	15.3337964
51103:149	50.4957997	15.4202861
51103:150	50.49933180000001	15.4036011
51103:17	50.5786992	15.1562323
51103:19	50.58856429999999	15.1402516
51103:20	50.5940303	15.1510299
51103:67	50.54725020000001	15.3097936
51103:68	50.5913147	15.1831756
51103:69	50.599512	15.1905483
51103:70	50.6203247	15.1875466
51103:72	50.584926	15.2096563
51103:73	50.5561175	15.1438809
51103:74	50.5511452	15.1455686
51103:75	50.5714413	15.1632631
51103:77	50.5722775	15.153499
51103:81	50.58413119999999	15.1371996
51103:83	50.5248067	15.1865854
51103:91	50.5602965	15.2016086
51103:95	50.545056	15.194548
51103:96	50.6072628	15.235438
51103:98	50.6176474	15.2182337
51300:11	50.6001004	15.3285749
51300:13	50.6082239	15.3264342
51300:14	50.60566499999999	15.325721
51300:15	50.6032294	15.3268764
51300:18	50.6399582	15.3908337
51300:21	50.632995	15.3098414
51300:22	50.6022867	15.3003492
51300:23	50.58991899999999	15.277485
51300:26	50.6272265	15.321887
51300:28	50.6256068	15.2564605
51300:31	50.6135756	15.3579929
51300:34	50.6058641	15.3348591
51300:35	50.61063189999999	15.3298873
51300:36	50.6138153	15.397013
51300:37	50.61764059999999	15.3973903
51300:39	50.6015653	15.4013274
51300:40	50.6040814	15.3972918
51300:41	50.6235282	15.4400945
51300:42	50.6174568	15.431895
51300:44	50.6554314	15.3852408
51300:45	50.6584681	15.3711097
51300:46	50.6883205	15.4244175
51300:47	50.6777142	15.3902703
51300:50	50.66170109999999	15.4161062
51300:51	50.586666	15.3484855
51300:52	50.5845735	15.3604504
51300:55	50.5304315	15.3738306
51300:61	50.6037578	15.3744523
51300:62	50.6056989	15.3828267
51300:65	50.6430123	15.3390065
51400:12	50.7075279	15.4286496
51400:13	50.528799	15.5628352
51400:14	50.6212258	15.5079806
51400:16	50.63636839999999	15.4865501
51400:24	50.6790146	15.5312082
51400:25	50.5588325	15.5854972
51400:27	50.5679747	15.564817
51400:28	50.6195888	15.4433255
51400:34	50.6583179	15.5469931
51400:36	50.621477	15.5594415
51400:37	50.6459091	15.4903653
51400:39	50.676446	15.5081913
51400:40	50.680287	15.4910433
51400:46	50.7050114	15.3897585
51400:47	50.70450349999999	15.4471395
51400:48	50.7005186	15.4674069
51400:49	50.6969053	15.4911428
51400:54	50.692926	15.5302933
51400:55	50.7358098	15.5692187
51707:306	50.1846676	16.5034648
51707:308	50.1647308	16.4656796
51707:309	50.21099239999999	16.4590198
51707:312	50.16398	16.5477618
51707:313	50.16398	16.5477618
51707:314	50.1659651	16.2776842
51707:38	50.148214	16.2991598
51707:42	50.2240751	16.2316413
51707:421	50.162761	16.16073
51707:50	50.2518299	16.3519644
51707:51	50.1683695	16.3921685
51707:52	50.1302209	16.3108434
51707:557	50.3092742	16.0321437
51707:561	50.3046434	16.3506512
51707:58	50.13380720000001	16.3978821
51707:67	50.2427003	16.2786206
51707:70	50.2480857	16.304157
51707:78	50.1064786	16.2081091
51707:79	50.09795450000001	16.2352969
51707:81	50.0891296	16.2516843
51707:83	50.0629083	16.2453185
51707:85	50.0524195	16.2344692
51707:86	50.0826076	16.2447291
51707:87	50.0516547	16.2068637
51707:88	50.06996239999999	16.1576078
53000:163	50.0797682	15.6471753
53000:174	50.12722100000001	15.6642772
53400:23	50.0877127	15.9952008
53400:35	50.0502038	16.1048796
53400:36	50.1239299	15.884078
53400:39	50.1476032	15.9203949
53500:2	50.0386367	15.5662023
53500:62	50.0804853	15.4456378
53500:63	50.0949914	15.4387218
53500:65	50.1063548	15.5198913
53500:66	50.1193359	15.5385176
53500:67	50.128159	15.5412893
53500:68	50.105754	15.5571166
53500:69	50.0936037	15.5567215
53500:7	50.0353612	15.5588558
53500:71	50.1019314	15.494526
53500:74	50.0429788	15.3865816
53500:75	50.0358899	15.4773551
53500:76	50.012906	15.4694797
53500:78	50.0223861	15.4351818
53500:79	50.0356414	15.4174385
53500:8	50.0367413	15.5502967
53700:35	49.976848	15.92535
53700:36	49.9768498	15.925335
53700:39	49.9539872	15.951518
53700:41	49.947509	15.9394487
53700:49	49.93797379999999	15.9262405
53700:50	49.9351664	15.9654313
53700:61	49.88100009999999	15.8235386
53700:62	49.87572429999999	15.8097677
53700:63	49.8900676	15.7979918
53700:68	49.8762468	15.7285003
53700:69	49.8759554	15.7095666
53700:70	49.8873681	15.7239149
53700:73	49.8993595	15.7105288
53700:88	49.8739778	15.9165449
53800:13	Chrudim	49.9230822
53800:16	Chrudim	49.96302240000001
53800:25	Chrudim	49.9380963
53800:30	Chrudim	49.78107139999999
53800:31	Chrudim	49.9426991
53800:40	Pardubice	49.9891356
53800:6	V Lukách	Chrudim
53840:18	49.8601972	15.5282092
53840:33	49.8213519N	15.6579283
53900:40	49.7214774	16.0358441
53900:60	49.8504200	15.8731419
53970:10	49.82516099999999	15.9700832
53970:12	49.8180031	15.984399
53970:15	49.84517719999999	15.9913544
53970:16	49.8365126	16.0177199
53970:18	49.8329061	16.052959
53970:22	49.8598327	16.001605
53970:23	49.8160542	16.0313345
53970:24	49.8452092	15.958893
53970:25	49.84133199999999	15.9516705
53970:27	49.8294461	15.9373191
53970:33	49.8285449	16.1000917
53970:34	49.8267852	16.079852
53970:36	49.8208401	16.0622766
53970:38	49.80680049999999	16.0522075
53970:39	49.8648713	16.1565395
53970:40	49.8676622	16.1177948
53970:6	49.86239399999999	15.985111
53970:60	49.9277152	16.0232723
53970:7	49.84346739999999	15.996554
53970:8	49.8265751	15.9878791
54107:102	50.6990698	15.7363869
54107:105	50.6910359	15.7290914
54107:106	50.7019981	15.7688756
54107:122	50.5123719	16.0160733
54107:125	50.5136758	16.0121814
54107:132	50.5083276	15.9873767
54107:142	50.4146717	15.7799322
54107:144	50.5175922	16.0366405
54107:15	50.5657997	15.9197506
54107:153	50.50901229999999	16.0624032
54107:17	50.5645714	15.9082022
54107:182	50.4813363	16.0021991
54107:207	50.64109389999999	15.9352067
54107:225	50.6585589	15.8197593
54107:236	50.60227889999999	15.8548482
54107:240	50.6064239	15.8334877
54107:256	50.5348919	16.1090657
54107:34	50.5487266	15.9809217
54107:407	50.42826059999999	15.8174298
54107:408	50.43019409999999	15.8087515
54107:410	50.4351628	15.8023435
54107:42	50.5456459	15.9117463
54107:421	50.4146717	15.7799322
54107:424	50.3751539	15.8483802
54107:425	50.36738	15.8350132
54107:43	50.5368925	15.9460353
54107:431	50.38242330000001	15.756435
54107:432	50.3868184	15.760754
54107:438	50.41478739999999	15.7385086
54107:440	50.4152971	15.7046083
54107:443	50.4216266	15.7870948
54107:446	50.4396936	15.7681465
54107:455	50.448363	15.7889142
54107:472	50.3906972	15.8691232
54107:473	50.40060889999999	15.8714008
54107:484	50.4817067	15.874033
54107:485	50.4897557	15.8762743
54107:486	50.4878564	15.9086007
54707:118	50.4351871	16.0863377
54707:157	50.5145913	16.1243883
54707:175	50.5370646	16.2847871
56707:25	49.9242158N	16.3968242
59230:10	49.5619331	16.0662900
60010:101	49.1892473	16.6034714
60010:106	49.1972652	16.5762838
60010:107	49.1959178	16.5811659
60010:110	49.1986545	16.5786833
60010:111	49.2023168	16.5813456
60010:121	49.2122925	16.6080619
60010:137	49.1937403	16.6070978
60010:212	49.1786503	16.5470394
60010:213	49.1761727	16.5593844
60010:217	49.1762539	16.5270539
60010:230	49.1684444	16.5715921
60010:304	49.2126745	16.5684586
60010:307	49.2178613	16.5761185
60010:313	49.2203729	16.5777598
60010:315	49.22007439999999	16.5714035
60010:316	49.2152576	16.5608855
60010:325	49.2375621	16.5272245
60010:327	49.2269307	16.5229277
60010:330	49.2164476	16.5053581
60010:331	49.2199629	16.5039835
60010:332	49.21980079999999	16.5099053
60010:334	49.2189671	16.5186613
60010:337	49.2170876	16.5247002
60010:338	49.2170876	16.5247002
60010:339	49.2218949	16.5248529
60010:344	49.1936107	16.5639152
60010:345	49.1942348	16.5407057
60010:346	49.1978431	16.5333934
60010:349	49.1948595	16.5305114
60010:351	49.1932309	16.5287143
60010:352	49.1942348	16.5407057
60010:409	49.2177859	16.597831
60010:416	49.2328336	16.5907733
60010:418	49.2288025	16.5947012
60010:419	49.239192	16.5875026
60010:420	49.2384987	16.5840677
60010:421	49.2388868	16.5807634
60010:422	49.24045539999999	16.5764912
60010:423	49.240357	16.5735933
60010:429	49.259165	16.5919155
60010:430	49.2554485	16.5891709
60010:431	49.2508835	16.5864352
60010:432	49.2521493	16.5818765
60010:436	49.2278347	16.5898621
60010:438	49.2278347	16.5898621
60010:439	49.2312957	16.5786052
60010:441	49.2243474	16.5817762
60010:444	49.2133524	16.5854901
60010:445	49.2159493	16.5854429
60010:447	49.2145518	16.5825383
60010:508	49.2142542	16.6369593
60010:516	49.2206429	16.633305
60010:517	49.2210401	16.6305494
60010:518	49.2235471	16.6252144
60010:519	49.2226675	16.6244752
60010:521	49.226244	16.6185497
60010:523	49.2290424	16.6180442
60010:529	49.23377499999999	16.6286645
60010:532	49.2283833	16.6274568
60010:533	49.2254932	16.6304321
60010:534	49.2241598	16.6290576
60010:610	49.1995121	16.6607846
60010:624	49.2081647	16.6856069
60010:625	49.2067197	16.6830098
60010:752	49.155438	16.3770992
60010:758	49.1399323	16.2770882
60010:759	49.1591161	16.2625397
60010:778	49.1621501	16.341731
60010:780	49.1577978	16.3481358
60011:102	49.1804087	16.7206582
60011:109	48.9809443	16.5227215
60011:115	48.99366819999999	16.5144809
60012:100	49.3668063	16.3413989
60012:101	49.3935629	16.3106894
60012:102	49.3793218	16.3516057
60012:103	49.37864	16.35921
60012:104	49.3786455	16.3592184
60012:105	49.3416915	16.2575455
60012:107	49.3132386	16.4779178
60012:108	49.3318343	16.4779895
60012:13	49.25762779999999	16.6936644
60012:131	49.3438228	16.5212337
60012:135	49.3729521	16.3875832
60012:137	49.4024337	16.4092326
60012:14	49.25746410000001	16.6939451
60012:141	49.4042295	16.3888315
60012:142	49.3932886	16.3980395
60012:143	49.386625	16.4114786
60012:151	49.4417991	16.3764219
60012:153	49.4067286	16.4897247
60012:161	49.172978	16.3581729
60012:175	49.184172	16.3888423
60012:187	49.17529099999999	16.3905873
60012:20	49.1904243	16.7208505
60012:25	49.1973729	16.7535843
60012:3	49.2275688	16.6082421
60012:32	49.213578	16.825412
60012:36	49.290172	16.587318
60012:37	49.2874622	16.5727058
60012:38	49.2914367	16.5787482
60012:39	49.3092572	16.613778
60012:4	49.2713973	16.5963451
60012:42	 Brno-venkov	49.298597
60012:46	49.2932815	16.50174
60012:50	49.2961849	16.5417593
60012:55	49.288491	16.4587287
60012:58	49.2075192	16.487505
60012:67	49.2866181	16.637137
60012:70	49.45106000000001	16.318122
60012:78	49.4705371	16.3614831
60012:80	49.4197168	16.366804
60012:81	49.4008152	16.3611167
60012:83	49.4159723	16.3056879
60012:84	49.4212645	16.2902272
60012:85	49.41406139999999	16.276905
60012:87	49.3938792	16.3235553
60012:89	49.4453126	16.3461858
60012:94	49.3625005	16.3688722
60012:95	49.2960589	16.49878
60012:96	49.3465757	16.3139316
60012:97	49.3455562	16.2970576
60012:98	49.3310484	16.2991917
60012:99	49.1043476	16.7573738
66907:112	48.90705939999999	15.7678013
66907:167	49.0285958	15.9776591
66907:169	49.0196487	16.0183511
66907:234	48.9827582	16.287357
66907:236	49.0262652	16.2793702
66907:238	49.0032548	16.3106351
66907:242	49.0707194	16.3012325
66907:245	49.0220407	16.2567969
66907:31	48.8413932	16.0656166
66907:52	48.85833299999999	16.034722
66907:80	48.9282559	16.120291
66907:92	49.3092572	16.613778
66907:97	48.8946992	15.8126992
67407:176	49.0209598	15.6869194
67407:25	49.21219749999999	15.8894334
68007:14	49.4638984	16.6541687
68007:17	49.4874269	16.6968465
68007:178	49.5404505	16.5463594
68007:190	49.6125528	16.5635588
68007:192	49.5896687	16.5562548
68007:193	49.5896503	16.5441115
68007:197	49.52403169999999	16.6157575
68007:233	49.4559448	16.5401266
68007:235	49.44025130000001	16.5367435
68007:26	49.4858742	16.6578603
68007:4	49.4896956	16.6547007
68007:6	49.4875403	16.6604239
68007:8	49.5265421	16.6425037
68007:9	49.4908313	16.6438205
68207:110	49.1559814	17.1348114
68207:114	49.16293539999999	17.1089996
68207:12	49.2802705	16.9967062
68207:120	49.1514412	16.8831687
68207:121	49.1643522	16.9194139
68207:14	49.27596670000001	16.99143
68207:44	49.3676701	16.9620574
68207:51	49.3447179	16.8332187
68207:77	49.2333458	16.9183744
68207:78	49.2142382	16.8693542
68207:87	49.1791609	16.8491415
68207:93	49.1209643	16.9482285
68207:97	49.1493017	17.0038806
68207:98	49.131951	17.0098266
68607:114	48.968368	17.5858624
68607:144	48.9591053	17.8796071
68607:158	48.9776068	17.6473297
68607:177	48.885402	17.517751
68607:179	48.8746325	17.5190884
68607:180	48.8638813	17.5311091
68607:184	48.8812764	17.5929128
68607:185	48.8844100	17.5772842
68607:82	49.0752046	17.4333079
69007:15	48.775246	16.8932226
69007:16	48.7760362	16.8943516
69007:2	48.7512451	16.9027927
69007:3	48.75127699999999	16.8952671
69007:52	48.7943422	16.8097847
69007:6	48.7603926	16.886564
69007:7	48.7627491	16.8833852
69507:117	48.857913	17.3463226
70071:112	49.8971321	18.1044111
70071:114	49.8961347	18.1436205
70071:115	49.9053952	18.0462758
70071:120	49.8693811	18.1633311
70071:121	49.9236544	18.2592164
70071:122	49.94779339999999	18.1965629
70071:124	49.8805706	18.1429876
70071:127	49.9091203	18.2350722
70071:128	49.8834513	18.2495963
70071:130	49.9019462	18.2353935
70071:134	49.9119919	18.1516675
70071:135	49.9137092	18.1548593
70071:16	49.7941696	18.3577589
70071:19	49.8221	18.2230496
70071:201	49.8124021	18.3994216
70071:202	49.836188	18.3952477
70071:206	49.7915649	18.405416
70071:207	49.8138103	18.3735447
70071:208	49.82246379999999	18.3749592
70071:22	49.8533667	18.2778265
70071:224	49.8656698	18.378416
70071:23	49.8430687	18.2819224
70071:242	49.915442	18.5483627
70071:304	49.8647978	18.5387132
70071:305	49.8679926	18.5373957
70071:314	49.83679890000001	18.5361626
70071:316	49.8514777	18.562863
70071:318	49.8540394	18.5608733
70071:319	49.8541268	18.5523508
70071:320	49.8560975	18.5533968
70071:324	49.8653402	18.5590132
70071:333	49.7930718	18.5809374
70071:336	49.8169435	18.5481968
70071:37	49.8317647	18.2774814
70071:39	49.8332227	18.2697018
70071:43	49.8356133	18.256338
70071:503	49.8834382	18.3846708
70071:509	49.9070379	18.4164734
70071:55	49.8278282	18.2753412
70071:605	49.8938147	18.1950127
70071:61	49.8585675	18.2913239
70071:62	49.8733258	18.2831857
70071:67	49.8364632	18.3505308
70071:70	49.8439324	18.3115684
70071:71	49.8064206	18.3417599
70071:77	49.8431322	18.3201895
70071:78	49.84441469999999	18.3113097
70071:79	49.842498	18.3067625
72572:101	49.8340731	18.1688095
72572:102	49.8327477	18.1740187
72572:104	49.8276827	18.1915668
72572:105	49.8256858	18.1920125
72572:108	49.8200978	18.187372
72572:109	49.83336509999999	18.1766554
72572:112	49.8375242	18.1839476
72572:113	49.8367424	18.1738541
72572:114	49.8383631	18.164542
72572:119	49.8452209	18.1680108
72572:12	49.7699502	18.3101554
72572:120	49.8425828	18.1622824
72572:121	49.8470154	18.1658805
72572:122	49.8480558	18.1773606
72572:123	49.8456464	18.1807803
72572:125	49.8538891	18.1487332
72572:126	49.84229850000001	18.1735117
72572:129	49.84156249999999	18.1690901
72572:15	49.7336967	18.3042131
72572:17	49.7333732	18.3170788
72572:20	49.7734351	18.3696432
72572:201	49.75112499999999	18.201632
72572:203	49.7621293	18.2263611
72572:206	49.7463716	18.271652
72572:207	49.755365	18.2515861
72572:24	49.7522958	18.3642241
72572:3	49.72600569999999	18.2642488
72572:303	49.8148316	18.2008478
72572:305	49.83232049999999	18.1960882
72572:306	49.8391192	18.1887061
72572:308	49.779214	18.1841834
72572:310	49.7878132	18.1665964
72572:311	49.7841378	18.1505232
72572:314	49.8059139	18.1686296
72572:327	49.78554390000001	18.1235159
72572:329	49.78665609999999	18.1347373
72572:33	49.7625286	18.2939145
72572:331	49.7894427	18.0884993
72572:332	49.8051763	18.0754787
72572:333	49.795992	18.1049789
72572:334	49.7871858	18.1298584
72572:35	49.78872639999999	18.2694737
72572:40	49.814882	18.2665585
72572:412	49.7699192	18.4757263
72572:427	49.7814474	18.4282159
72572:431	49.8011324	18.502338
72572:432	49.7317321	18.5475665
72572:439	49.7294618	18.5201693
72572:45	49.8068456	18.2298734
72572:47	49.7942517	18.2315319
72572:509	49.6931678	18.0677148
72572:523	49.7606083	17.9379703
72572:524	49.7860119	17.9568319
72572:525	49.7910712	17.9959987
72572:529	49.7662075	18.0836835
72572:532	49.7571124	18.0170506
72572:56	49.77144	18.2526079
72572:57	49.7746435	18.2519343
72572:58	49.7772988	18.2511896
72572:600	49.85609540000001	18.1786445
72572:603	49.8660129	18.1330019
72572:604	49.8073059	18.1229563
72572:61	49.78752	18.2657394
72572:70	49.814882	18.2665585
72572:72	49.8097264	18.2331263
72572:73	49.8019756	18.2431149
72572:78	49.7776928	18.2237693
72572:79	49.7810538	18.2240666
72572:80	49.7859273	18.2335417
72572:83	49.7933023	18.2434905
72572:85	49.7881505	18.2532489
72572:91	49.82263709999999	18.1587013
72572:92	49.8267982	18.1610808
72572:96	49.83044169999999	18.164595
73807:1	49.68661580000001	18.3553822
73807:113	49.5825402	18.4138575
73807:114	49.5707599	18.409244
73807:127	49.5868043	18.3629391
73807:128	49.5383254	18.3927574
73807:131	49.6040855	18.3570105
73807:139	49.5348571	18.3286867
73807:14	49.67325839999999	18.3399524
73807:140	49.5354076	18.3499976
73807:142	49.5350444	18.2949644
73807:143	49.5506703	18.2611891
73807:21	49.6752535	18.3447773
73807:216	49.61925309999999	18.3654975
73807:217	49.62415499999999	18.392786
73807:218	49.6168139	18.3454448
73807:23	49.6666491	18.353279
73807:28	49.6777279	18.3541891
73807:3	49.6919969	18.3576091
73807:39	49.697286	18.3496857
73807:4	49.6899799	18.3554003
73807:40	49.7090152	18.3050071
73807:41	49.6558716	18.3598184
73807:42	49.6349217	18.3545714
73807:43	49.7297409	18.3637341
73807:47	49.6631088	18.4145076
73807:48	49.73633599999999	18.4407553
73807:54	49.66377869999999	18.2937656
73807:57	49.6429032	18.2179428
73807:58	49.616101	18.2087256
73807:60	49.57230329999999	18.276796
73807:67	49.6808527	18.4651101
73807:69	49.6238204	18.4803153
73807:7	49.6878555	18.3462686
73807:75	49.7208135	18.4458654
73807:82	49.5847163	18.5365534
73807:84	49.5815277	18.4787846
73807:85	49.6065437	18.4439489
73807:86	49.6166512	18.4767213
73917:1	49.68102289999999	18.5420076
73917:108	49.5372782	18.6901707
73917:111	49.5340772	18.6387542
73917:124	49.5332693	18.7535843
73917:21	49.6849369	18.6757016
73917:27	49.68425310000001	18.6354558
73917:31	49.6396908	18.6405013
73917:32	49.6211857	18.6477908
73917:4	49.7187089	18.5197945
73917:44	49.63699099999999	18.6915474
73917:59	49.7468841	18.6168053
73917:6	49.64620799999999	18.5310365
73917:63	49.7343953	18.6165877
73917:65	49.7337595	18.620504
73917:7	49.7003115	18.5710008
73917:72	49.7655415	18.5946564
73917:9	49.64881099999999	18.6072266
74207:100	49.54902509999999	18.1625777
74207:104	49.5443844	18.2060562
74207:106	49.54090979999999	18.2146489
74207:107	49.5448645	18.2180588
74207:108	49.5421366	18.2242902
74207:111	49.5334143	18.2319905
74207:114	49.5243062	18.2631474
74207:115	49.5066753	18.2518214
74207:116	49.5051883	18.2475841
74207:117	49.5137953	18.2275356
74207:119	49.52723719999999	18.195162
74207:121	49.5389861	18.1232403
74207:125	49.5565457	18.164123
74207:13	49.5848423	17.9824093
74207:133	49.5720617	18.1084697
74207:14	49.592771	17.997716
74207:16	49.5972468	18.0034763
74207:18	49.5988607	18.0032877
74207:204	49.5846307	18.1360896
74207:207	49.6070107	18.1543112
74207:21	49.589355	18.0235004
74207:218	49.5986512	18.2157274
74207:219	49.575726	18.1278453
74207:221	49.583597	18.1301155
74207:222	49.5931732	18.1117774
74207:23	49.5735592	18.0205516
74207:230	49.688544	18.1764319
74207:231	49.6674024	18.1871654
74207:232	49.6704075	18.1851408
74207:233	49.6552328	18.1349134
74207:239	49.6714349	18.0843296
74207:25	49.5717508	17.9627603
74207:26	49.5471344	17.9508261
74207:27	49.5599709	17.9510333
74207:29	49.5718301	17.8812622
74207:3	49.5927904	18.0170076
74207:30	49.56095939999999	17.8654246
74207:304	49.6668248	17.8252018
74207:305	49.6606647	17.8288357
74207:306	49.6635851	17.8296563
74207:307	49.6614808	17.8272434
74207:308	49.1943565	16.6068479
74207:309	49.6661609	17.7708414
74207:31	49.5833243	17.8988831
74207:310	49.68953399999999	17.8281485
74207:311	49.6983357	17.8509593
74207:316	49.6870321	17.7047189
74207:317	49.6681211	17.7210542
74207:319	49.73554069999999	17.7953246
74207:32	49.5904665	17.8987514
74207:320	49.721953	17.8111305
74207:323	49.6819767	17.8053249
74207:324	49.7036335	17.7288829
74207:326	49.6556181	17.9281196
74207:327	49.6700042	17.905478
74207:329	49.712759	17.8908506
74207:33	49.5723794	17.9174457
74207:330	49.69831120000001	17.9312857
74207:332	49.7501429	17.8714459
74207:333	49.726278	17.9249443
74207:334	49.72349209999999	17.9333607
74207:335	49.7267784	17.973093
74207:336	49.7299032	17.9535861
74207:337	49.7247771	17.8319458
74207:338	49.7468745	17.8344505
74207:34	49.583421	17.8726795
74207:340	49.6982958	17.9814968
74207:341	49.62611190000001	17.8612128
74207:35	49.5314778	18.0061021
74207:36	49.5341049	17.9961663
74207:38	49.5796186	17.9517575
74207:39	49.5436126	17.9996891
74207:40	49.6049736	17.8824803
74207:41	49.5968692	17.9338192
74207:42	49.6123462	17.9480739
74207:43	49.6141461	17.9108527
74207:44	49.5495723	18.0260096
74207:48	49.6284871	18.0806514
74207:49	49.6252599	18.0719778
74207:5	49.5968188	18.0185254
74207:51	49.55830770000001	18.0464622
74207:52	49.713386	17.9120819
74207:54	49.7120088	17.9012985
74207:55	49.6030562	18.1337496
74207:56	49.6033445	18.1419797
74207:57	49.6006489	18.1485374
74207:6	49.59985930000001	18.0221901
74207:60	49.5938245	18.1433284
74207:61	49.5954025	18.1410045
74207:62	49.5897574	18.1413903
74207:63	49.5978481	18.1429795
74207:64	49.6061584	18.1417695
74207:65	49.58736589999999	18.1368851
74207:67	49.60104339999999	18.1433656
74207:68	49.600091	18.1441581
74207:70	49.6004543	18.1414429
74207:73	49.6449688	18.1532089
74207:75	49.6339102	18.1378584
74207:76	49.6377388	18.1358437
74207:77	49.6324384	18.138691
74207:78	49.63995629999999	18.1335203
74207:97	49.5981515	18.0711246
74207:98	49.6010087	18.0772311
74907:101	49.8567627	17.8791315
74907:102	49.8199621	17.9486721
