@ref	@lat	@lon
33907:203	49.3057609	13.1525078
33907:204	49.2806744	13.0911464
33907:205	49.3220865	13.1848415
33907:206	49.2805855	13.1148235
33907:207	49.2930504	13.1008043
33907:208	49.27431	13.1709517
33907:209	49.2634992	13.216961
33907:21	49.4015937	13.2894186
33907:211	49.2418432	13.1734226
33907:213	49.2111616	13.1974927
33907:216	49.1579268	13.2269012
33907:217	49.1579268	13.2269012
33907:230	49.3228488	13.5968808
33907:232	49.3212251	13.7019048
33907:238	49.3203027	13.7034725
33907:240	49.3029537	13.716777
33907:241	49.3497579	13.6703528
33907:242	49.3550323	13.6808333
33907:243	49.2991346	13.6679517
33907:244	49.2893797	13.6747003
33907:245	49.3622519	13.7639159
33907:246	49.3695063	13.7845671
33907:247	49.3472058	13.7273686
33907:248	49.2795697	13.6898219
33907:249	49.3007368	13.6961234
33907:25	49.4249957	13.2853496
33907:250	49.2877453	13.7118346
33907:251	49.3134166	13.6617747
33907:252	49.3308876	13.7393388
33907:257	49.382735	13.7053619
33907:258	49.3914799	13.7129398
33907:259	49.40088009999999	13.697561
33907:26	49.4478893	13.2873405
33907:262	49.392965	13.653842
33907:264	49.4049014	13.7173627
33907:265	49.372907	13.6327347
33907:267	49.3818522	13.5997505
33907:268	49.400833	13.6269307
33907:269	49.4130244	13.6419764
33907:270	49.357924	13.5459808
33907:272	49.3685858	13.5709368
33907:273	49.3800853	13.5560977
33907:275	49.410758	13.5563627
33907:276	49.4011627	13.5355453
33907:28	49.4341866	13.3141744
33907:281	49.3413234	13.6001861
33907:284	49.3225711	13.5329121
33907:285	49.3092461	13.5571255
33907:286	49.3333981	13.5492752
33907:30	49.4478832	13.3331278
33907:313	49.2329643	13.523472
33907:317	49.22240439999999	13.4688082
33907:319	49.2510606	13.4623864
33907:322	49.194091	13.4511423
33907:325	49.2613005	13.5610518
33907:326	49.2650314	13.5217054
33907:327	49.292298	13.5166962
33907:328	49.2871672	13.5020268
33907:33	49.3455126	13.2962596
33907:330	49.27536389999999	13.4548035
33907:332	49.261062	13.4980341
33907:333	49.1962834	13.5092601
33907:336	49.1740453	13.5126002
33907:337	49.1740453	13.5126002
33907:338	49.1787479	13.4980165
33907:343	49.1815392	13.6505455
33907:344	49.1792452	13.6404014
33907:345	49.186422	13.7009699
33907:347	49.2	13.566667
33907:348	49.2091196	13.5483179
33907:356	49.2246751	13.6070135
33907:359	49.2224879	13.6613275
33907:360	49.23008919999999	13.5781614
33907:364	49.1886114	13.5916446
33907:372	49.2624067	13.6749287
33907:377	49.1429001	13.5561642
33907:379	49.1405397	13.5151719
33907:38	49.3568117	13.330932
33907:380	49.11461449999999	13.5066324
33907:385	49.1077431	13.4931627
33907:386	49.0871919	13.4804477
33907:387	49.0577914	13.5113277
33907:388	49.0285263	13.5177405
33907:389	49.0871919	13.4804477
33907:39	49.3504575	13.3405592
33907:390	49.061148	13.505479
33907:391	49.3323596	13.4039753
33907:40	49.3373461	13.338016
33907:43	49.3478011	13.3634241
33907:47	49.378289	13.3749075
33907:48	49.27568460000001	13.2903649
33907:49	49.3543286	13.3715533
33907:50	49.3590594	13.3840423
33907:51	49.3574249	13.3994025
33907:54	49.4320493	13.4694708
33907:55	49.4425588	13.3747098
33907:56	49.4514986	13.1626649
33907:58	49.4482274	13.144058
33907:6	49.3973638	13.2720025
33907:61	49.4128094	13.1634478
33907:70	49.448358	13.3895675
33907:71	49.3016091	13.3125767
33907:72	49.4056292	13.197538
33907:73	49.4326896	13.4094556
33907:77	49.4342968	13.4288826
33907:80	49.4034774	13.4975914
33907:81	49.4252294	13.5037493
33907:82	49.4120382	13.5119398
33907:83	49.4182877	13.530014
33907:86	49.36182729999999	13.4816795
33907:87	49.3606927	13.4411366
33907:88	49.3528242	13.4699168
34407:1	49.4425232	12.8919092
34407:10	49.42841019999999	12.9724708
34407:100	49.6106344	12.8007704
34407:101	49.5978238	12.7834249
34407:102	49.5803478	12.830406
34407:103	49.567258	12.8340331
34407:104	49.56476199999999	12.817161
34407:105	49.5658553	12.8650872
34407:106	49.512772	12.6767628
34407:107	49.5547481	12.7423149
34407:109	49.57462229999999	12.7418329
34407:11	49.4367209	12.9921816
34407:113	49.5103062	12.802621
34407:114	49.5103062	12.802621
34407:115	49.5123505	12.8322949
34407:116	49.5033044	12.8444475
34407:117	49.5241397	12.7581593
34407:118	49.5188859	12.7398576
34407:119	49.5055768	12.7712869
34407:12	49.3986612	12.8627931
34407:120	49.4967301	12.7644312
34407:121	49.4873426	12.7389946
34407:122	49.49767680000001	12.7921162
34407:123	49.4885393	12.8051905
34407:124	49.4864965	12.8425024
34407:125	49.5351057	12.8252137
34407:126	49.5215456	12.7184111
34407:127	49.541252	13.0399918
34407:129	49.5486419	13.0735722
34407:13	49.37038	12.86264
34407:131	49.5523343	13.0659856
34407:133	49.53160099999999	13.1166075
34407:135	49.5340398	13.0745844
34407:136	49.5179784	13.0734542
34407:140	49.541252	13.0399918
34407:141	49.5699258	13.0795634
34407:142	49.5443138	13.1078937
34407:144	49.5015469	13.0582359
34407:145	49.5690164	13.0043454
34407:146	49.563634	12.9929948
34407:147	49.4867948	13.1087758
34407:15	49.4035397	12.9289955
34407:152	49.48515459999999	13.1412202
34407:153	49.4743319	13.1452581
34407:156	49.45088029999999	13.1052836
34407:157	49.47501760000001	13.0727093
34407:16	49.414524	12.9873153
34407:160	49.4647745	13.0517322
34407:163	49.576853	13.0939535
34407:164	49.5696014	13.1010625
34407:165	49.5902224	13.0729593
34407:167	49.5975914	13.0641481
34407:168	49.6034149	13.0424594
34407:169	49.6080961	13.0018044
34407:172	49.5850709	13.0217472
34407:173	49.58636079999999	12.9953142
34407:177	49.5251333	12.9484302
34407:178	49.5296133	12.943843
34407:179	49.5287927	12.9394786
34407:18	49.4204075	12.9332409
34407:180	49.53811229999999	12.9822198
34407:181	49.5386637	12.9166422
34407:184	49.5368757	12.8683287
34407:187	49.5653781	12.8933649
34407:188	49.56526100000001	12.9144151
34407:19	49.4147537	12.9129281
34407:190	49.5673065	12.9424688
34407:197	49.51482679999999	12.8982172
34407:198	49.4881221	12.8807175
34407:2	49.4312693	12.8891586
34407:20	49.3953579	12.8934156
34407:200	49.48152839999999	12.9310001
34407:201	49.4864583	12.9875352
34407:203	49.4250826	13.0775092
34407:204	49.5001413	13.0084786
34407:205	49.48932629999999	13.0186973
34407:206	49.48305670000001	13.0407395
34407:208	49.5044748	13.0220386
34407:209	49.48305670000001	13.0407395
34407:21	49.3891267	12.9142792
34407:211	49.6137633	12.8355224
34407:214	49.6395608	12.9216025
34407:215	49.6235769	12.9553372
34407:217	49.6119008	12.9606912
34407:218	49.5977587	12.9292074
34407:219	49.3434229	13.1334973
34407:220	49.5891548	12.8815116
34407:23	49.3612393	12.8936667
34407:26	49.41181479999999	12.7560346
34407:27	49.44627329999999	12.7863978
34407:28	49.4772825	12.8049868
34407:29	49.4703773	12.8378305
34407:3	49.4588128	12.8975847
34407:31	49.4121737	12.8043053
34407:32	49.3985841	12.8311884
34407:34	49.400716	12.9583268
34407:36	49.4179879	12.8302458
34407:4	49.4355419	12.8695682
34407:41	49.43785829999999	12.9339024
34407:42	49.4376766	12.9297722
34407:45	49.4358703	12.9213905
34407:49	49.442769	12.9268069
34407:5	49.4648425	12.8921525
34407:51	49.4422815	12.92498
34407:53	49.4451105	12.9333995
34407:54	49.44364969999999	12.9287391
34407:55	49.48678109999999	13.1085443
34407:57	49.3958053	13.0393947
34407:58	49.3922199	13.0395113
34407:6	49.4641639	13.005525
34407:60	49.3917002	13.0404885
34407:66	49.35835609999999	13.0831709
34407:68	49.384649	13.0050333
34407:69	49.4250826	13.0775092
34407:7	49.4647588	13.0143845
34407:70	49.4031961	13.0543185
34407:71	49.4417498	13.0252351
34407:73	49.40823409999999	13.0367541
34407:74	49.4107865	13.1383954
34407:75	49.4226782	13.1300304
34407:76	49.4114379	13.103149
34407:77	49.3667667	13.0098458
34407:78	49.3527621	13.0029407
34407:8	49.4609289	12.8544166
34407:80	49.3334077	13.0278511
34407:81	49.360466	13.0540379
34407:82	50.0025047	16.1338211
34407:83	49.375083	13.0981883
34407:86	49.3664494	13.0387679
34407:87	49.3919504	13.0381054
34407:89	49.3970826	13.1476464
34407:9	49.453563	12.9568206
34407:90	49.35835609999999	13.0831709
34407:92	49.3670684	13.1121215
34407:97	49.591775	12.7052529
34407:98	49.57494519999999	12.7712992
34407:99	49.5929684	12.8148747
34707:1	49.800574	12.6300061
34707:10	49.7987803	12.6361921
34707:100	49.8480478	12.6241178
34707:101	49.8515242	12.6736896
34707:102	49.8653214	12.687121
34707:103	49.8669528	12.6691574
34707:104	49.8960417	12.7311324
34707:11	49.7994886	12.6413823
34707:112	49.62546829999999	12.7011009
34707:113	49.7593506	12.9973288
34707:114	49.7525036	12.9926846
34707:115	49.7439395	12.9999457
34707:116	49.7538843	12.9998832
34707:117	49.7916007	13.0153824
34707:118	49.8069583	13.0359749
34707:119	49.7902955	13.0574628
34707:12	49.8006273	12.6474412
34707:121	49.8294863	13.0417639
34707:123	49.8024199	12.9972648
34707:124	49.7525494	13.0299196
34707:125	49.76438719999999	13.0419219
34707:126	49.7396892	13.0416638
34707:127	49.7286549	13.0477246
34707:128	49.6997967	13.0434155
34707:129	49.65990530000001	12.9696789
34707:13	49.8064079	12.6443925
34707:130	49.6569742	12.9903546
34707:131	49.6473456	12.9958948
34707:132	49.6558013	13.0345176
34707:133	49.64800229999999	12.9284632
34707:134	49.7742721	12.9736088
34707:135	49.8196016	12.9490754
34707:136	49.8001201	12.9649324
34707:137	49.7704242	12.947856
34707:138	49.792958	12.9436303
34707:139	49.8433994	12.8667781
34707:14	49.8084944	12.6467573
34707:141	49.7599051	12.8944776
34707:142	49.7630025	12.8810294
34707:143	49.73553279999999	12.9481047
34707:144	49.7221224	12.9456455
34707:145	49.694632	12.9208794
34707:146	49.726864	12.901699
34707:147	49.6537897	12.898844
34707:148	49.6824347	12.9568753
34707:15	49.7998311	12.6354777
34707:150	49.74634409999999	12.9378451
34707:152	49.7153076	12.979921
34707:153	49.7148684	12.9847405
34707:155	49.711896	12.9960215
34707:156	49.7485582	13.0727236
34707:157	49.9788618	15.8412404
34707:159	49.8663089	12.9934677
34707:16	49.78058240000001	12.6036862
34707:160	49.8782964	12.9472275
34707:162	49.8529598	12.9556625
34707:163	49.8375219	12.9416507
34707:164	49.8811628	12.977883
34707:167	49.9099644	12.950541
34707:168	49.8817926	12.8435866
34707:169	49.8769242	12.9100803
34707:17	49.7724272	12.5647742
34707:171	49.7581978	13.0049621
34707:18	49.7541856	12.5376852
34707:181	49.960749	12.704407
34707:186	49.9790568	12.7036229
34707:187	49.9770151	12.7071892
34707:19	49.80308429999999	12.6085638
34707:191	49.927421	12.7161672
34707:192	49.9191104	12.6760342
34707:194	49.9203993	12.6084075
34707:195	49.9421765	12.6166448
34707:196	49.9565714	12.6146747
34707:2	49.7989744	12.6281217
34707:20	49.7683051	12.6284799
34707:200	50.01997739999999	12.8356818
34707:201	49.9530115	12.7791058
34707:202	49.9488274	12.7390221
34707:204	49.9915312	12.5958101
34707:205	49.99448169999999	12.6154251
34707:206	49.9768067	12.6548047
34707:207	49.9717758	12.743972
34707:209	49.9637485	12.6712574
34707:21	49.7675552	12.6517156
34707:212	50.0032503	12.6087483
34707:214	50.0005604	12.8988264
34707:215	49.96630589999999	12.8780126
34707:216	49.9433222	12.8808867
34707:217	49.96011619999999	12.8315256
34707:22	49.7945493	12.6704894
34707:220	49.981853	12.8630602
34707:23	49.8186719	12.6926033
34707:24	49.8115487	12.6784611
34707:25	49.8255089	12.523725
34707:26	49.8146154	12.5377004
34707:27	49.8132701	12.5813158
34707:28	49.82723009999999	12.61002
34707:29	49.794097	12.5783985
34707:3	49.797636	12.6342199
34707:30	49.7963073	12.5504002
34707:31	49.7704447	12.7499852
34707:32	49.7777513	12.6906493
34707:33	49.7559772	12.6736987
34707:34	49.7297131	12.6729373
34707:35	49.7103225	12.6689335
34707:38	49.7534818	12.6483145
34707:39	49.7651879	12.7138349
34707:4	49.7991801	12.6223417
34707:40	49.79703259999999	12.6361989
34707:41	49.7116058	12.775176
34707:42	49.6937169	12.6838663
34707:43	49.7144741	12.8146266
34707:44	49.7208643	12.8594814
34707:45	49.7902955	13.0574628
34707:46	49.7533387	12.822945
34707:47	49.7534348	12.7650627
34707:48	49.73203849999999	12.7815773
34707:49	49.6850239	12.814659
34707:5	49.7952376	12.6328052
34707:50	49.6935113	12.8516728
34707:51	49.7024285	12.8320513
34707:52	49.701895	12.756388
34707:53	49.7009081	12.7015944
34707:54	49.701895	12.756388
34707:55	49.6687941	12.7754686
34707:56	49.6783825	12.7566424
34707:57	49.6363856	12.7772054
34707:58	49.6307313	12.7591628
34707:59	49.6307313	12.7591628
34707:6	49.79228120000001	12.6243455
34707:60	49.6243756	12.7703814
34707:61	49.6268021	12.8005646
34707:62	49.6341096	12.8189676
34707:63	49.6502177	12.8208298
34707:64	49.6655193	12.8273937
34707:65	49.6823956	12.7050129
34707:66	49.75548999999999	12.820693
34707:67	49.64071010000001	12.8779097
34707:68	49.6401012	12.844049
34707:7	49.7915358	12.6258725
34707:70	49.67285810000001	12.7219881
34707:71	49.6575442	12.720452
34707:72	49.6540742	12.7392097
34707:73	49.6748894	12.6736722
34707:74	49.6287274	12.6457932
34707:75	49.6441265	12.7173671
34707:76	49.630413	12.7232179
34707:77	49.6167905	12.7183486
34707:78	49.6397507	12.7000812
34707:8	49.79351	12.6313317
34707:81	49.6962064	12.5974678
34707:82	49.7207432	12.5822385
34707:83	49.62546829999999	12.7011009
34707:84	49.701895	12.756388
34707:86	49.8681673	12.7437969
34707:87	49.8568309	12.7273962
34707:89	49.8352961	12.7411026
34707:9	49.79141569999999	12.6409058
34707:90	49.837059	12.685878
34707:91	49.8681673	12.7437969
34707:93	49.8086665	12.7366091
34707:94	49.8090047	12.7851538
34707:95	49.8090047	12.7851538
34707:96	49.7796837	12.7774089
34707:97	49.8865284	12.6794849
34707:98	49.8893779	12.6067046
35007:100	50.0203532	12.4530449
35007:102	50.2196879	12.2351153
35007:103	50.1887588	12.2703377
35007:104	50.09356349999999	12.3362491
35007:119	50.1309557	12.5525616
35007:124	50.1621354	12.3552159
35007:125	50.1059663	12.4000638
35007:131	50.2023908	12.429272
35007:132	50.1961479	12.4710746
35007:133	50.2234463	12.3814597
35007:134	50.21703060000001	12.4452624
35007:156	50.1875095	12.6389997
35007:158	50.1803221	12.6446636
35007:161	50.1723584	12.6624475
35007:163	50.174118	12.6720241
35007:164	50.1729677	12.6692243
35007:166	50.1753912	12.6603688
35007:167	50.173576	12.6551989
35007:170	50.2431184	12.6370579
35007:172	50.1766121	12.6754609
35007:173	50.1823768	12.6491354
35007:174	50.1745286	12.6598918
35007:175	50.1818198	12.641044
35007:176	50.1822069	12.6768985
35007:177	50.2001526	12.613727
35007:181	50.1162772	12.6218095
35007:182	50.1356481	12.5823318
35007:183	50.25156	12.6584474
35007:2	50.0740675	12.3801737
35007:200	50.1805005	12.5090043
35007:208	50.3383117	12.5065071
35007:209	50.2521666	12.5600298
35007:212	50.3306307	12.5051283
35007:213	50.3332689	12.5029853
35007:29	50.0625479	12.3443779
35007:36	50.0552561	12.5328791
35007:37	50.0810407	12.5377528
35007:38	50.0557861	12.5476162
35007:39	50.04356259999999	12.5639318
35007:40	50.0287724	12.5663142
35007:41	50.0041236	12.5529029
35007:43	50.0282724	12.5106793
35007:47	50.1392172	12.3564404
35007:60	50.0922083	12.3027741
35007:61	50.050078	12.412124
35007:7	50.0679301	12.3660642
35007:75	50.1226364	12.3500394
35007:81	50.1186854	12.3495583
35007:98	50.2189201	12.1930183
36207:1	50.228452	12.8544312
36207:114	50.2826853	12.9949686
36207:120	50.3551868	12.8976032
36207:126	50.2446273	12.7429128
36207:13	50.2318521	12.8719616
36207:135	50.2590971	12.6964934
36207:144	50.34817520000001	12.6966431
36207:169	50.1386421	12.8075965
36207:170	50.1598708	12.7521694
36207:176	50.113198	12.7924498
36207:18	50.23625	12.90296
36207:180	50.18601220000001	12.7540628
36207:19	50.2375649	12.8913902
36207:21	50.2298144	12.8821805
36207:24	50.2214724	12.8893525
36207:32	50.2264251	12.837556
36207:35	50.2423879	12.8317888
36207:37	50.2376581	12.8496102
36207:38	50.23728550000001	12.867045
36207:41	50.2198412	12.9102346
36207:44	50.1441203	12.8880346
36207:46	50.1857653	12.8801433
36207:48	50.247853	12.9049261
36207:54	50.26020490000001	12.8488755
36207:57	50.2392063	12.9903378
36207:58	50.23676469999999	12.9588513
36207:61	50.2945808	12.8139145
36207:62	50.2722215	12.8245267
36207:63	50.3018923	12.7878553
36207:64	50.291479	12.7653419
36207:67	50.1978891	12.8714588
36207:70	50.133672	12.9592407
36207:72	50.1584878	12.9883709
36207:77	50.16156609999999	13.0855783
36207:78	50.1014554	13.0561336
36207:79	50.1076074	13.0267482
36207:81	50.2137538	12.7898944
37271:501	48.9594803	14.9433233
37271:512	48.8636839	14.9575438
37271:513	48.8056932	14.8999762
37271:515	48.9055628	14.9126440
38307:34	48.9816636	14.0421417
40371:101	50.5936179	14.0151445
40371:102	50.64658980000001	14.0066898
40371:105	50.68859639999999	14.0459652
40371:106	50.7890307	13.9761547
40371:108	50.6252269	14.1505248
40371:109	50.6145241	14.1358058
40371:110	50.6017915	14.114012
40371:111	50.60639279999999	14.1626097
40371:112	50.6447265	14.0886168
40371:115	50.6577454	14.2005072
40371:117	50.6292796	14.1863936
40371:118	50.641568	14.1693246
40371:119	50.6285412	14.1717701
40371:121	50.6726086	14.1722661
40371:124	50.64423379999999	14.0705681
40371:126	50.661903	14.1181755
40371:13	50.6691823	14.0911515
40371:132	50.7067644	14.0158868
40371:134	50.62248349999999	14.0771137
40371:135	50.6295525	14.0724006
40371:143	50.72334050000001	13.9638067
40371:146	50.6933026	13.9228915
40371:150	50.6594191	14.0813779
40371:153	50.6557536	14.1394014
40371:157	50.6498145	13.9207377
40371:16	50.6671156	14.0781389
40371:163	50.7676442	13.9352708
40371:189	50.6360572	13.8285985
40371:191	50.6386726	13.8366778
40371:203	50.550774	13.7747943
40371:204	50.5521828	13.7864136
40371:208	50.5508323	13.7715544
40371:217	50.64030229999999	13.843445
40371:218	50.6822998	14.1573102
40371:222	50.68661969999999	14.1810183
40371:23	50.6355949	14.0533557
40371:288	50.9106286	14.6336633
40371:292	50.918682	14.6192539
40371:296	50.9116955	14.6186017
40371:297	50.9071683	14.6185587
40371:298	50.9057659	14.6261743
40371:299	50.906091	14.647835
40371:301	50.8832841	14.5115228
40371:302	50.8722231	14.4996508
40371:311	50.9986219	14.4890332
40371:312	51.0258793	14.4520201
40371:313	50.99638419999999	14.3059408
40371:315	51.0339509	14.3160101
40371:322	50.864753	14.4602666
40371:325	50.8826847	14.5481247
40371:326	50.950675	14.4962886
40371:330	50.9907851	14.3742925
40371:334	50.9941852	14.5688944
40371:335	50.995832	14.5723832
40371:336	50.98671849999999	14.5733126
40371:337	50.98454	14.5679182
40371:338	50.9801654	14.5975731
40371:339	50.96279390000001	14.3751857
40371:341	50.9735269	14.3456306
40371:344	50.9017626	14.5115409
40371:371	50.73160859999999	13.7685929
40371:372	50.640457	13.8700953
40371:374	50.6447679	13.9009127
40371:375	50.6377524	13.8860823
40371:378	50.613875	13.9048681
40371:379	50.611905	13.9227606
40371:389	50.56785170000001	13.9334464
40371:39	50.6681227	14.015883
40371:396	50.6035274	13.8616148
40371:400	50.7203408	13.6562089
40371:402	50.63339750000001	13.9110118
40371:403	50.5995313	13.9263953
40371:405	50.6230221	13.8762709
40371:406	50.7162167	13.8550985
40371:410	50.680359	13.8301131
40371:416	50.6798927	13.807163
40371:419	50.6675572	13.7695962
40371:426	50.65664	13.8321851
40371:427	50.59931109999999	13.7792571
40371:434	50.6286018	13.7489191
40371:440	50.62067829999999	13.8581813
40371:449	50.6224096	13.6925872
40371:458	50.68617010000001	13.8739095
40371:460	50.6839912	13.8844106
40371:469	50.6844957	13.8581639
40371:480	50.4792998	13.7901373
40371:483	50.5035347	13.8371347
40371:495	50.96495909999999	14.5603196
40371:53	50.67757899999999	14.0292018
40371:57	50.682848	14.0335325
40371:62	50.6747193	14.0548197
40371:68	50.6670802	14.0397191
40371:72	50.7139386	14.0460656
40371:74	50.7402165	14.0280067
40371:75	50.727251	14.0222277
40371:76	50.7354586	14.0009164
40371:77	50.72457660000001	14.0090816
40371:78	50.7232195	14.0543936
40371:79	50.7227317	14.0764179
40371:81	50.705972	14.0716218
40371:82	50.7024297	14.0683979
40371:83	50.7167094	14.1029678
40371:84	50.7005723	14.1580922
40371:86	50.694299	14.1259949
40371:88	50.607757	13.9377329
40371:9	50.6600621	14.0406999
40371:94	50.6225219	14.0352802
40371:95	50.6024266	14.0575981
40371:97	50.6150854	14.0173363
40371:98	50.6238951	14.0179263
40371:99	50.5909683	13.9960128
40507:111	50.7818209	14.1878387
40507:118	50.7351591	14.1697165
40507:119	50.7250063	14.1531712
40507:120	50.71962569999999	14.1737348
40507:121	50.8685896	14.2971467
40507:125	50.7351591	14.1697165
40507:133	50.7717606	14.3497252
40507:134	50.7638522	14.1080505
40507:136	50.770942	14.1131679
40507:137	50.7684733	14.1078665
40507:141	50.77030999999999	14.2932938
40507:142	50.701833	14.321905
40507:144	50.6611447	14.301155
40507:148	50.87549449999999	14.2474848
40507:149	50.8125916	14.5352741
40507:15	50.76177879999999	14.1868344
40507:151	50.7940689	14.2564239
40507:153	50.8102189	14.2684467
40507:154	50.8203582	14.3527345
40507:159	50.8021762	14.4123526
40507:2	50.7148493	14.1931587
40507:27	50.772399	14.2131123
40507:3	50.77608499999999	14.1946373
40507:37	50.781412	14.2250418
40507:4	50.7746749	14.1981795
40507:41	50.7816044	14.213475
40507:42	50.77144269999999	14.1993824
40507:53	50.8045099	14.3634589
40507:54	50.8188244	14.4198804
40507:55	50.8450824	14.4369623
40507:59	50.7432362	14.2784246
40507:60	50.7264872	14.2912147
40507:61	50.7149824	14.2715804
40507:7	50.7421028	14.196353
40507:70	50.7150678	14.3603788
40507:74	50.7306536	14.2535171
40507:77	50.70462089999999	14.2034593
40507:78	50.7073741	14.2191884
40507:85	50.78565469999999	14.0897784
40507:86	50.78567289999999	14.0914095
40507:93	50.7950691	14.3505998
40507:96	50.8379115	14.3767984
43007:105	50.5001506	13.2628781
43407:64;;Mezibořská, točna MHD;Horní Litvínov;Litvínov;Most	13.613903	ručně, SW
43807:100	50.2691195	13.3759565
43807:101	50.2819037	13.3846452
43807:102	50.2663496	13.3934922
43807:104	50.2644097	13.4278742
43807:106	50.2540383	13.4585095
43807:108	50.2294508	13.397624
43807:111	50.2203622	13.2309287
43807:112	50.2045057	13.3270107
43807:114	50.16655780000001	13.300089
43807:115	50.160417	13.3173089
43807:116	50.1589678	13.3537206
43807:118	50.1465596	13.3370786
43807:119	50.146031	13.3134401
43807:120	50.1475827	13.2763094
43807:121	50.1341247	13.2671217
43807:122	50.1168091	13.3845233
43807:123	50.1170723	13.4193225
43807:124	50.1364759	13.4638182
43807:125	50.1408213	13.4355776
43807:126	50.1379587	13.4383456
43807:128	50.1244078	13.3554421
43807:129	50.1707593	13.4232229
43807:131	50.12619429999999	13.3288298
43807:132	50.1319916	13.3145899
43807:133	50.3111639	13.7373037
43807:134	50.1275248	13.4464257
43807:135	50.1802145	13.5105586
43807:14	50.3177262	13.5398562
43807:143	50.35905529999999	13.7842954
43807:15	50.3174696	13.5367319
43807:16	50.3158785	13.5444023
43807:168	50.42734670000001	13.810989
43807:17	50.31758809999999	13.5445071
43807:170	50.410917	13.758597
43807:173	50.3111172	13.8002818
43807:176	50.3179319	13.7465957
43807:178	50.3026535	13.7317778
43807:180	50.3032423	13.8807629
43807:181	50.285861	13.8432672
43807:184	50.2642119	13.7923931
43807:189	50.29350100000001	13.7487586
43807:194	50.3718787	13.8867923
43807:195	50.3854213	13.9030511
43807:197	50.4223755	13.9424633
43807:199	50.3959307	13.9509061
43807:202	50.37429789999999	13.9031297
43807:205	50.31715440000001	13.8940447
43807:206	50.2852164	13.9138416
43807:210	50.33082899999999	13.9147752
43807:213	50.3330099	13.8530174
43807:215	50.3349582	13.7159382
43807:216	50.3385921	13.6948957
43807:217	50.3310482	13.6761611
43807:218	50.3252478	13.6518605
43807:219	50.33203630000001	13.6389159
43807:220	50.3443648	13.6419251
43807:222	50.3427228	13.6135434
43807:224	50.3535996	13.7159488
43807:225	50.382	13.6960099
43807:226	50.3712528	13.6802795
43807:227	50.3696698	13.6659302
43807:229	50.3894166	13.6484247
43807:232	50.3931115	13.690501
43807:233	50.4164667	13.6874029
43807:236	50.3411256	13.9600133
43807:239	50.3327344	13.8121469
43807:240	50.3613849	13.8452242
43807:243	50.3987701	13.8590033
43807:246	50.3597948	13.7029202
43807:247	50.3618846	13.6887804
43807:248	50.3577264	13.6896919
43807:26	50.2336527	13.4132583
43807:30	50.309069	13.4936196
43807:32	50.3200102	13.4527537
43807:34	50.3072329	13.4175051
43807:35	50.3037644	13.4592347
43807:36	50.2885352	13.4289897
43807:37	50.2795856	13.4139591
43807:38	50.3253901	13.5841583
43807:39	50.3164857	13.5996806
43807:40	50.3242414	13.6228086
43807:43	50.38055139999999	13.6078783
43807:44	50.38545430000001	13.5980238
43807:45	50.3955205	13.574552
43807:46	50.407497	13.55154
43807:48	50.3670121	13.5410179
43807:49	50.3511888	13.5458945
43807:50	50.3466244	13.5165043
43807:53	50.2970661	13.6335719
43807:54	50.3103351	13.6509384
43807:58	50.2595833	13.6058307
43807:59	50.2833816	13.6019822
43807:60	50.2758979	13.6272133
43807:61	50.3044491	13.6037354
43807:63	50.2910078	13.5749994
43807:66	50.25947379999999	13.5239544
43807:67	50.27804709999999	13.5599521
43807:68	50.2835914	13.5613219
43807:69	50.238492	13.5574233
43807:74	50.2184275	13.4923552
43807:75	50.2339413	13.5060695
43807:76	50.2452979	13.500604
43807:77	50.2726838	13.508705
43807:78	50.393593	13.4368761
43807:79	50.3704006	13.4506825
43807:80	50.3622233	13.3825171
43807:81	50.3430778	13.4383596
43807:82	50.3515521	13.4281707
43807:83	50.3500805	13.4027389
43807:84	50.341678	13.3850065
43807:85	50.3130544	13.3847262
43807:88	50.3300557	13.4153916
43807:89	50.2617679	13.2780461
43807:91	50.2017022	13.4188397
43807:92	50.2529169	13.3699804
43807:93	50.2464059	13.3388598
43807:94	50.2533112	13.3112288
43807:95	50.2575266	13.3583247
43807:98	50.2847541	13.3418336
46307:115	50.7298998	15.1456964
46307:117	50.7484514	15.1348527
46307:119	50.72918749999999	15.1578565
46307:129	50.7258094	15.1856135
46307:146	50.6851238	15.2393003
46307:148	50.7099215	15.2172622
46307:149	50.7061214	15.2088185
46307:151	50.6933148	15.217021
46307:153	50.6891039	15.2130335
46307:154	50.6762836	15.2314354
46307:155	50.6675999	15.2341463
46307:156	50.6789397	15.2557285
46307:157	50.7620274	15.1646062
46307:159	50.78096439999999	15.1892181
46307:165	50.7910884	15.1424711
46307:166	50.7058784	15.1291197
46307:167	50.7103145	15.110245
46307:224	50.7819156	15.231474
46307:226	50.7731484	15.2510697
46307:227	50.7734789	15.2536921
46307:228	50.7818876	15.2315979
46307:230	50.76436169999999	15.214733
46307:232	50.7740415	15.2108672
46307:257	50.7689287	15.3807926
46307:261	50.73814369999999	15.2308204
46307:264	50.7274694	15.2415571
46307:366	50.6485754	15.1688679
46307:37	50.7735965	15.062032
46307:372	50.6225379	15.1017012
46307:374	50.6278498	15.1414143
46307:375	50.6276963	15.1365368
46307:378	50.6379181	15.0958187
46307:379	50.6483594	15.0719855
46307:381	50.6355937	15.0686122
46307:382	50.6268159	15.088709
46307:384	50.6267469	15.0596451
46307:385	50.6183385	15.0515826
